id,main_character,alts,points_earned,points_spent,points_adjusted,points_current
2878,Ralfus,[],423,398,3,28
3660,Ralo,[],3,0,0,3
643,Ramii,[],0,0,0,0
4171,Rammedge,[],75,0,0,75
3793,Raor,"[(3603, 'Glain')]",592,607,45,30
3694,Rapidus,"[(3682, 'Holystitch'), (3683, 'Merdif'), (3857, 'Persuading')]",407,347,40,100
4984,Rats,[],12,0,9,21
2279,Raverin,"[(2445, 'Ariose'), (294, 'Laux'), (4521, 'Mrou'), (3925, 'Poddle'), (641, 'Raxem')]",1460,1705,376,131
3663,Ravin,[],141,99,9,51
3915,Rawbyn,"[(3913, 'Abbiy'), (2830, 'Deener'), (3911, 'Enderr'), (3918, 'Fizzelfry'), (2829, 'Geener'), (3914, 'Gwaarr'), (3917, 'Jonnywest'), (3916, 'Mervynne'), (3919, 'Netherbien'), (3912, 'Steeng')]",154,0,9,163
3543,Rawiz,[],293,296,9,6
381,Raymund,"[(2647, 'Alinie'), (2623, 'Alltaire'), (2644, 'Borogue'), (2718, 'Botracker'), (2646, 'Cling'), (2645, 'Inkky'), (3493, 'Kelethan'), (4051, 'Kelethen'), (2565, 'Magerin'), (4053, 'Professorstabs'), (4052, 'Rivendale'), (50, 'Talimain'), (684, 'Trollzalot')]",7154,7537,1051,668
4461,Recipe,[],1,0,0,1
382,Recnamorcenater,[],0,0,9,9
383,Redesper,"[(3216, 'Aorta'), (4642, 'Behemoth'), (4644, 'Pulsar'), (4641, 'Ragnarok'), (4643, 'Tetsuo')]",2661,2758,325,228
646,Redgar,[],0,0,0,0
2253,Relea,[],15,0,0,15
3304,Relto,"[(3306, 'Macready'), (3305, 'Sebekiz'), (3967, 'ZZTop')]",4813,4368,340,785
2580,Reswagerator,"[(2582, 'Krimkram'), (2581, 'Liliplix')]",3,0,0,3
384,Revibr,[],0,0,31,31
4170,Rexlu,"[(335, 'Murik')]",67,0,3,70
385,Reynas,[],0,55,105,50
542,Reynis,[],0,0,0,0
3300,Rezington,[],2,0,0,2
722,Rezzolute,[],0,0,0,0
386,Rhamael,[],0,63,82,19
4141,Rhunmcbuggy,[],15,0,0,15
703,Ricci,[],0,0,0,0
2476,Rickit,"[(2875, 'Doopi'), (2502, 'Gitz'), (3646, 'Klimbo'), (2500, 'Quibbler')]",486,264,-86,136
22,Ridiculicious,"[(2529, 'Bustneck'), (2586, 'Bustneckcashcheck'), (2585, 'Clungina'), (2587, 'Gratzfrenzy')]",173,221,96,48
3799,Rikex,[],3,0,9,12
387,Riley,"[(2767, 'Jonezi'), (4664, 'Katiekat'), (4893, 'Zyffix'), (4662, 'Zyxxeh'), (4663, 'Zyxxev'), (2432, 'Zyxxin')]",8702,8867,278,113
3520,Rionrampage,[],4,0,0,4
388,Riphealer,[],0,164,164,0
4853,Riptorage,[],6,0,0,6
3117,Riverboy,[],3,0,0,3
3708,Rizzla,[],13,0,0,13
389,Rockness,[],0,0,3,3
390,Rodimus,[],0,0,26,26
3387,Rokaz,"[(3389, 'Chatterer'), (3427, 'Doremi'), (3426, 'Snekboy'), (3388, 'Tamo')]",613,475,9,147
392,Rolldeep,"[(4438, 'Akerfell'), (2625, 'Blazetree')]",1326,1519,286,93
574,Ronstock,[],0,0,0,0
708,Rorlbrand,[],0,0,0,0
4955,Roxem,[],3,0,0,3
393,Roxypop,[],4,33,78,49
394,Rrokko,[],0,0,15,15
395,Rugzen,[],0,0,8,8
654,Rumagim,[],12,0,0,12
396,Rumoer,[],0,64,67,3
397,Rushing,[],373,251,34,156
4981,Rydawg,"[(4956, 'Ranas')]",333,125,34,242
4733,Ryjall,[],540,467,9,82
398,Rykis,"[(4186, 'Arryazella'), (690, 'Draxom')]",923,989,98,32
2930,Rykk,[],34,0,0,34
3904,Rynk,[],23,0,9,32
399,Ryona,[],0,3,60,57
400,Ryphe,[],0,0,6,6
4806,Rythik,"[(4843, 'Fruitloop'), (3778, 'Healiin'), (4808, 'Himap'), (4807, 'Hinae'), (4844, 'Jarg'), (3777, 'Klaaratee'), (4809, 'Merran'), (3779, 'Silliten')]",123,30,9,102
3128,Sabah,[],4,0,3,7
401,Saejin,[],0,44,44,0
402,Safetouch,[],0,64,64,0
403,Sahoni,[],269,169,-100,0
3783,Sair,[],12,0,0,12
4913,Salian,[],202,0,9,211
4614,Salinja,[],0,0,0,0
4972,Sallanie,"[(4980, 'Cerau'), (4979, 'Gambie'), (4978, 'Hectate'), (4975, 'Molkor'), (4976, 'Nixxian'), (4973, 'Sallaine'), (4974, 'Scoriae'), (4977, 'Virtuosoe')]",0,0,9,9
4429,Saltybagel,[],4,0,0,4
4772,Sanakis,[],24,0,0,24
405,Sans,[],0,21,30,9
2477,Saranen,[],6,0,0,6
4421,Sarekrn,[],632,513,27,146
406,Sasquatchx,[],0,0,32,32
4539,Saurun,"[(85, 'Dayel'), (3146, 'Ilvara'), (2760, 'Morwen'), (4, 'Muggler'), (83, 'Muggwin'), (3365, 'Muggz'), (86, 'Taarna'), (84, 'Thibbledorf')]",11647,14037,2585,195
3695,Savine,[],0,0,9,9
407,Savull,[],12,5,39,46
2700,Scalebeard,"[(2701, 'Buefford'), (4334, 'Huborus'), (2702, 'Huculeez'), (3662, 'Zenas')]",3759,3568,0,191
3975,Scaleshadow,"[(3976, 'Jeronimo')]",11,0,9,20
3927,Scooby,"[(3928, 'Ursulax')]",3,0,9,12
408,Scoundril,[],0,3,53,50
14,Sedussa,"[(545, 'Hookm'), (2551, 'Labotimusss')]",8939,8908,256,287
2240,Segador,[],3,0,0,3
4323,Seidran,"[(4322, 'Krellr'), (4321, 'Sesserdrix'), (4648, 'Skuldr')]",1158,850,46,354
3299,Sempriini,[],25,0,0,25
4042,Sendalor,[],15,0,0,15
4742,Senorfrodo,"[(3896, 'Cynarah'), (3507, 'Eddilizard'), (3277, 'Kelthnic')]",471,448,12,35
2590,Sentinel,[],3,0,0,3
4756,Seone,[],3,0,0,3
409,Sephex,[],0,0,16,16
3888,Sequor,[],6,0,0,6
3263,Serafia,"[(2972, 'Ambrlie')]",46,0,3,49
4768,Sessyoin,[],1,0,0,1
3371,Sethelarian,[],3,0,0,3
410,Sethlorian,[],242,164,200,278
3549,Setpreme,"[(3551, 'Atramentous'), (3552, 'Sinah'), (3555, 'Suprerne')]",28,0,12,40
3230,Sevwyn,[],189,30,0,159
4881,Sgul,"[(3565, 'Cithulu'), (4914, 'Lutenant'), (4107, 'Mython'), (4882, 'Nagavox'), (3180, 'Quatzal')]",2285,1952,53,386
2323,Shadol,"[(3004, 'Beni'), (2798, 'Goofba'), (3497, 'Hiltdeep'), (3393, 'Jezable'), (4156, 'Keeblyr'), (2799, 'Lizarrdo'), (3039, 'Sifonin'), (3882, 'Tamarien'), (3005, 'Underhilll'), (3284, 'Vrael')]",4088,4687,1271,672
411,Shadowsbane,[],0,146,169,23
3726,Shakiraz,"[(3550, 'Peachez'), (3641, 'Stewartt'), (446, 'Tanga')]",1402,835,70,637
4747,Shakkakhan,[],1911,1749,55,217
3439,Shallazar,"[(4258, 'Dundermiff'), (4938, 'Griddy'), (3396, 'Rezzinumb')]",73,0,9,82
412,Shamblix,"[(2491, 'Artbelle'), (2472, 'Lilttlebit'), (2372, 'Sweetscales')]",8331,10289,2665,707
6,Shammeow,"[(2674, 'Basics'), (2233, 'Cleavedge'), (695, 'Guschigns'), (4115, 'Redline'), (3773, 'Selson'), (2376, 'Thundercat')]",3129,2679,828,1278
4374,Shamwowi,"[(4375, 'Bazgek'), (4376, 'Sznake')]",57,0,9,66
4262,Shamwowww,"[(3067, 'Ganipcanot'), (3101, 'Singysongy')]",357,353,9,13
2914,Shanya,[],112,0,0,112
5048,Shaoshao,"[(5049, 'Destruck')]",57,0,9,66
2589,Sharpclaws,[],6,0,0,6
5,Shasasrn,"[(4387, 'Deadtouch'), (2388, 'Deluan'), (163, 'Diesis'), (217, 'Healarios'), (2662, 'Kittenhulk'), (2389, 'Qyen'), (3383, 'Ranril'), (4388, 'Sumeowning'), (2390, 'Tagbuk'), (2605, 'Tugbook')]",9423,10389,1597,631
4600,Shatmo,[],3,0,0,3
5035,Shawwman,[],0,0,0,0
3,Shaydir,"[(3392, 'Invysibility'), (3209, 'Jerkins'), (3871, 'Snackletastic'), (3887, 'Sylken')]",9089,10015,983,57
413,Shelks,[],0,0,32,32
2912,Shento,"[(3260, 'Chieftan'), (3923, 'Fazzelin')]",2089,2005,28,112
414,Shieldmaiden,[],9,0,26,35
584,Shinnoir,[],0,0,0,0
639,Shivze,[],0,0,0,0
4533,Shixx,[],6,0,0,6
3987,Shoudao,[],3,0,0,3
762,Shyye,"[(152, 'Darkshyye'), (589, 'Rakelle'), (521, 'Shyyefox')]",763,1326,1044,481
416,Sidix,[],0,0,45,45
3256,Sievey,[],507,0,0,507
4532,Sifana,[],6,0,0,6
4192,Silkysoft,[],3,0,0,3
417,Similia,[],0,35,47,12
3247,Simpleman,[],3,0,0,3
3200,Sinfuldesire,[],63,54,3,12
418,Singsoften,[],0,0,24,24
3177,Sinnisterfire,[],3,0,0,3
419,Sirken,[],0,0,9,9
4043,Sirora,[],15,0,0,15
4880,Sirri,"[(3303, 'Seleana'), (3077, 'Sereana')]",393,384,3,12
420,Sitius,[],0,4,21,17
421,Sixs,"[(2932, 'Vulps')]",3,0,29,32
2425,Skaleator,[],16,0,0,16
2322,Skalle,"[(2429, 'Bruisz'), (2385, 'Raoull')]",78,54,3,27
3541,Skan,[],0,0,0,0
3635,Skaner,"[(4788, 'Healloween')]",670,654,83,99
3013,Skanker,[],166,52,3,117
422,Skassic,"[(698, 'Arkterex'), (2443, 'Ceranade'), (4684, 'Katnap')]",109,41,84,152
423,Skewp,[],0,15,21,6
3752,Skinyjeenze,[],3,0,0,3
3416,Skitskalle,"[(3343, 'Gazbi'), (4935, 'Lilskit'), (4425, 'Phaker'), (4077, 'Skitana'), (4497, 'Theysee')]",5221,5251,310,280
3127,Skki,[],0,0,0,0
424,Skrimpkle,[],0,0,14,14
3118,Skullmonkey,"[(3632, 'Armikrog'), (3633, 'Beakbeak'), (3259, 'Bertbert'), (3198, 'Bone'), (3354, 'Boombots'), (3080, 'Hoborg'), (3081, 'Klaymen'), (3290, 'Klogg'), (3634, 'Rocklobster')]",1609,1442,57,224
2872,Slaa,[],178,151,3,30
601,Slackz,[],0,0,0,0
4035,Slagnar,[],15,0,0,15
2643,Slaughtr,[],6,0,0,6
2563,Slaxor,"[(3033, 'Breaz'), (2447, 'Lobal'), (3760, 'Monno'), (4738, 'Plineey'), (2439, 'Xerno'), (4694, 'Yueng')]",3497,3296,3,204
3139,Slitherred,"[(3217, 'Celesteheal'), (4751, 'Charisss'), (3188, 'Kyrazz'), (3138, 'Slitherring'), (4779, 'Slitherry'), (3168, 'Squirrellies')]",1761,1757,69,73
4616,Slonk,[],0,0,0,0
2370,Smallone,"[(2968, 'Littlehelp')]",929,918,0,11
4617,Smarshn,[],0,0,0,0
425,Smitehiggens,[],0,0,45,45
2732,Snails,[],0,0,0,0
2735,Snapp,[],0,0,0,0
2917,Sneakss,[],18,0,0,18
4112,Snicklecritz,[],21,0,0,21
3730,Snicklekikz,[],6,0,0,6
2452,Snivelton,"[(2695, 'Auroree'), (2874, 'Awol'), (2503, 'Felwar'), (2825, 'Flipflip'), (2694, 'Shankerton')]",1998,1954,70,114
544,Snookii,[],0,0,0,0
3287,Snowmaiden,[],3,0,0,3
426,Softheart,"[(2276, 'Kendaine')]",31,28,57,60
3135,Sogun,[],45,0,3,48
2868,Sojor,"[(4758, 'Joost')]",15,0,0,15
3818,Solimanius,[],301,104,0,197
3831,Solti,[],4,0,0,4
3446,Solurus,"[(3865, 'Layerone')]",731,674,9,66
2860,Sonla,[],3,0,0,3
4303,Soothslayer,[],21,0,0,21
2226,Soowzz,"[(2317, 'Branok')]",767,484,2,285
3979,Soportar,"[(4364, 'Epithelium'), (2905, 'Tparim'), (2774, 'Zlau')]",1216,1040,59,235
3885,Sorai,"[(2536, 'Crico'), (4218, 'Rabu'), (2669, 'Teid')]",392,211,3,184
427,Sororf,[],18,34,40,24
428,Soryah,"[(2421, 'Candace'), (4814, 'Charlotte'), (3899, 'Cooper'), (779, 'Dennis'), (548, 'Holl'), (3959, 'Jeffery'), (4001, 'Jessica'), (2758, 'Oliviah'), (52, 'Tekelili'), (4870, 'Wildfire')]",3352,2910,419,861
2698,Souldevourz,[],6,0,0,6
2793,Soulsiphon,[],18,0,0,18
4688,Souran,[],6,0,9,15
3068,Soydent,[],144,94,3,53
429,Spacepope,"[(3397, 'Cruxington'), (4319, 'Stderr'), (4318, 'Tacopope')]",5920,7630,1959,249
3734,Spacewizzard,[],0,0,0,0
2938,Spach,[],0,0,0,0
430,Sparx,[],0,0,12,12
2591,Spasedooce,[],99,0,0,99
2371,Spasepope,[],4054,680,337,3711
3376,Specialty,[],6,0,0,6
4337,Splinterfoot,[],3,0,0,3
2820,Sprall,"[(2910, 'Cinyin')]",1725,1490,3,238
3069,Sprixit,[],0,0,0,0
2549,Srewop,[],6,0,0,6
4459,Srss,[],1,0,0,1
2940,Ssaul,"[(2946, 'Drotee'), (2947, 'Olivver'), (2949, 'Ssaulacious'), (3802, 'Ssaulestial'), (2948, 'Ssaultytrader'), (2941, 'Zulis')]",10630,10869,728,489
2420,Sseep,"[(2404, 'Hoben'), (3282, 'Tepoz'), (2887, 'Tonnic'), (3283, 'Woote')]",540,505,22,57
2902,Ssleastak,"[(2903, 'Bigphatty'), (3988, 'HongkongPhooey'), (4511, 'Honkongfooey'), (2901, 'Tagord'), (4522, 'Witchiepoo'), (4133, 'Xatari')]",4010,3874,138,274
2789,Ssolo,"[(3962, 'Sslowu')]",1276,1287,65,54
431,Ssotorp,"[(549, 'Chesa')]",0,0,7,7
432,Ssravix,[],0,3,16,13
3617,Sstabby,[],3,0,0,3
555,Staabs,[],32,0,0,32
3590,Stabzing,[],0,0,0,0
725,Stahmeenia,[],0,0,0,0
4106,Stanas,[],3,0,0,3
3089,Starie,"[(3090, 'Dollface')]",36,0,3,39
2934,Starm,[],3,0,3,6
4379,Stashia,[],219,0,-219,0
696,Steelattack,[],0,0,0,0
2225,Stella,[],6,0,0,6
524,Stilton,[],0,0,0,0
4748,Stormio,[],6,0,0,6
2714,Stormwulfe,[],0,0,0,0
41,Stoutbeer,"[(3082, 'Boogeywoman'), (3810, 'Clasher'), (2527, 'Curar'), (701, 'Flutemistro'), (2434, 'Ladystout'), (4251, 'Marzen'), (2274, 'Shysta'), (748, 'Thirtyone'), (2275, 'Vermito'), (4805, 'Weizen')]",12506,13806,1751,451
433,Strawberrypie,[],0,0,13,13
4796,Stumpurt,[],117,25,21,113
434,Stygian,"[(2392, 'Thorned'), (3016, 'Wracked')]",931,645,104,390
3564,Suarez,[],9,0,0,9
33,Suboptimized,"[(550, 'Booksnotup'), (2232, 'Ductaheal'), (3840, 'Idrinkan'), (2766, 'Jackthe'), (2278, 'Poofimadog'), (702, 'Quaintbar'), (2277, 'Quaintmag'), (3954, 'Quaintshaman')]",2879,3317,741,303
435,Succession,"[(2764, 'Fraxto')]",51,46,12,17
4565,Suersaq,[],0,0,9,9
3542,Sukaretto,"[(4836, 'Ayunka'), (4837, 'Mutante'), (3544, 'Xuchuka')]",4678,4592,168,254
3650,Sulacco,[],0,0,0,0
4120,Sunjian,[],0,0,0,0
3863,Sunnn,[],464,117,9,356
436,Sunnyjo,"[(3425, 'Lizzylemon'), (3066, 'Sarita')]",518,772,411,157
2893,Sunwind,"[(4896, 'Dawnwind'), (2913, 'Moonwind'), (4750, 'Rainwind'), (4162, 'Skywind')]",7222,7255,268,235
437,Supahh,[],0,3,18,15
627,Suqet,[],0,0,0,0
36,Susylu,"[(2693, 'Constantina'), (4924, 'Finnleys'), (4770, 'Gankey')]",5054,4553,349,850
2936,Suviarc,[],3,0,0,3
3710,Suwon,[],3,0,0,3
4304,Suzo,"[(4874, 'Hrok')]",1781,1455,9,335
438,Swandylia,[],0,0,17,17
608,Swindles,[],6,0,0,6
4447,Syclop,[],36,0,0,36
3368,Sylenthone,"[(4727, 'saibai'), (3819, 'taimai')]",1204,1004,24,224
439,Synful,[],0,0,60,60
440,Synvilir,[],0,137,139,2
441,Syreene,[],0,0,3,3
3360,Sythes,[],0,0,0,0
3143,Tabbun,"[(3142, 'Kulrath'), (3364, 'Kulrog'), (20, 'Sanvaranu'), (4241, 'Shaaxor'), (4259, 'Xarkxiss')]",1268,1267,83,84
3344,Tabithia,"[(3966, 'Crysana'), (4743, 'Ferrisx'), (3841, 'Susprinna')]",680,284,96,492
5031,Tackion,[],0,0,0,0
3872,Tagnut,"[(4424, 'Sylbee'), (4255, 'Tagnuts')]",1758,1471,76,363
443,Taigam,"[(4749, 'Drud'), (4701, 'Ellena'), (2715, 'Glissa'), (4639, 'Grokus'), (4633, 'Likii'), (4673, 'Trakkini')]",2712,3051,339,0
4586,Taigor,"[(4871, 'Feignan'), (4674, 'Teluvian')]",1504,1349,66,221
668,Taillwin,[],0,0,0,0
444,Taiterz,[],0,3,6,3
4437,Talaskar,"[(4450, 'Bronston'), (4448, 'Sajiro')]",0,0,9,9
4411,Taleyn,"[(4412, 'Crathos')]",162,65,9,106
3042,Taliesan,[],0,0,3,3
2592,Talt,[],46,3,0,43
445,Tameimpala,[],0,0,5,5
4689,Tandoor,[],120,35,9,94
5047,Tangela,[],3,0,0,3
447,Tanom,[],0,0,6,6
448,Tapered,[],0,14,43,29
4601,Taringail,[],0,0,0,0
3345,Taum,[],12,0,0,12
4147,Tawanda,[],3,0,0,3
449,Tead,[],0,6,31,25
4567,Tearrah,[],72,0,0,72
706,Teed,[],0,0,0,0
3893,Teeniee,[],0,0,0,0
4398,Teenypope,[],181,0,0,181
4430,Tegridy,"[(4452, 'Describe'), (4433, 'Krombopulus')]",422,25,17,414
3190,Telena,"[(4065, 'Cinday'), (3729, 'Gronkh'), (3379, 'Knueppelkuh'), (3861, 'Laminator'), (3293, 'Nidavellir'), (4442, 'Purrlock'), (3477, 'Straha')]",5341,5749,958,550
3571,Temerian,"[(3576, 'Celexis'), (3575, 'Pheenox'), (3574, 'Virynar'), (3577, 'Zaleena')]",147,126,-21,0
4113,Temptra,[],0,0,0,0
3546,Teomus,"[(4144, 'Taomus'), (4145, 'Toomus'), (4142, 'Tuomus'), (4143, 'Tyomus')]",2928,3564,708,72
4163,Teppo,[],6,0,0,6
765,Terroir,[],9,0,0,9
3007,Tethler,"[(3036, 'Solinius')]",21,0,0,21
24,Texas,"[(3165, 'Bacio'), (3568, 'Badpulls'), (734, 'Beomund'), (3169, 'Draztic'), (281, 'Klesko'), (735, 'Morbane'), (736, 'Trail')]",7529,8396,1084,217
4131,Thanon,[],3,0,0,3
4716,Theninth,[],3,0,0,3
2243,Thermonuke,[],3,0,0,3
4611,Thesinfluence,[],0,0,0,0
4790,Thesteus,"[(4253, 'Allize'), (4252, 'Zieromann')]",24,0,15,39
4458,Thirona,[],1,0,0,1
450,Thischarm,[],0,146,170,24
4033,Thodinna,[],15,0,0,15
687,Thorbod,[],0,0,0,0
451,Thorhild,[],0,22,49,27
4463,Thormir,[],1,0,0,1
714,Thrabbing,[],0,0,0,0
2396,Thragtusk,"[(2547, 'Plaguecrafter')]",77,0,16,93
2711,Thron,"[(2712, 'Vallos')]",42,0,12,54
3651,Throxis,"[(4939, 'Dannix')]",39,0,0,39
452,Thurd,[],3,0,71,74
453,Thyrn,[],27,52,41,16
3784,Tictik,[],12,0,0,12
454,Tillas,[],0,223,263,40
4174,Tilo,[],30,0,15,45
4693,Tineril,[],9,0,0,9
2616,Tinypope,[],1041,0,-307,734
4266,Tiperton,[],3,0,0,3
3878,Tipperton,[],0,0,0,0
455,Tirilly,[],0,0,3,3
456,Tisit,"[(3536, 'Nephanee')]",69,0,16,85
3566,TisT,[],0,0,0,0
4041,Toar,[],15,0,0,15
457,Toast,[],73,108,88,53
4312,Tobbybane,[],3,0,0,3
458,Tobbyseer,[],0,241,347,106
709,Tobbyshrew,[],15,0,0,15
3833,Tocar,"[(3837, 'Acyro'), (3835, 'Fellin'), (3834, 'Gakorb'), (3836, 'Gristlebayne'), (3839, 'Rubidium'), (3838, 'Treeplanter')]",0,0,0,0
2499,Tocro,[],75,31,0,44
459,Toenaily,[],0,0,13,13
3515,Tofat,[],4,0,0,4
460,Tokaii,[],0,0,13,13
4250,Tonyylittle,[],6,0,0,6
3943,Tortus,"[(3944, 'Majeeshan')]",33,0,9,42
663,Torvonnilous,[],9,3,3,9
3186,Totin,[],6,0,0,6
461,Toucher,[],0,0,6,6
4729,Toxidendra,[],0,0,0,0
3873,Tpexx,[],0,0,0,0
3237,Trackthis,[],6,0,0,6
2667,Trainedbyme,[],42,0,0,42
3358,Transporteur,[],0,0,0,0
3561,Travelsized,[],537,413,15,139
3950,Traxton,"[(4571, 'Arezer'), (4728, 'Arezlyn'), (4569, 'Drakonn'), (4745, 'Kytano'), (4568, 'Lykan'), (4572, 'Rothark'), (4573, 'Tarick'), (4570, 'Teirian'), (4753, 'Velryn'), (4828, 'Veltron')]",1363,1335,-28,0
28,Trazzle,"[(2501, 'Agroisbroken'), (3040, 'Karbuk'), (2533, 'Oyah'), (760, 'Pooma'), (2523, 'Poopieplague'), (761, 'Trizzle'), (720, 'Truzzle'), (493, 'Woolyspider')]",1376,1138,-238,0
463,Trenger,"[(2991, 'Treng'), (3095, 'Trengerer'), (2626, 'Trengerest'), (711, 'Trengest'), (2485, 'Trengester'), (2738, 'Trengestest')]",2797,2165,93,725
4622,Treno,[],0,0,0,0
2634,Trilok,"[(3652, 'Kautin'), (2722, 'Kibito'), (3655, 'Pikkoro'), (3658, 'Raykin'), (2637, 'Ryklor'), (2723, 'Seargant'), (3204, 'Sylok'), (2636, 'Velu'), (2639, 'Vundaka'), (2638, 'Vykun'), (2635, 'Vylok')]",7532,7561,137,108
3302,Trinketsss,[],93,9,0,84
4056,Tris,"[(4057, 'Bargearse'), (4103, 'Fiddleford'), (4058, 'Lipid'), (4102, 'Starblind')]",111,0,9,120
3199,Trisandra,[],6,0,0,6
2599,Trozz,"[(2822, 'Aeriths'), (3951, 'Bestclass'), (3482, 'Chickentacos'), (4189, 'Completetrash'), (3399, 'Doesntscale'), (3924, 'Mezzoa'), (3183, 'Nobueno'), (2601, 'Santiago'), (3182, 'Shadowheal'), (2600, 'Theworstclass'), (3398, 'Widowmaker')]",5713,2061,111,3763
712,Tsaiko,"[(3921, 'Drivel'), (3137, 'Iconik'), (3693, 'Lunchsack'), (3136, 'Ogrilla'), (4908, 'Tsaibo'), (3248, 'Tsaike'), (464, 'Tsaikotik'), (4172, 'Tsaitrack'), (3529, 'Tsaitunes'), (2354, 'Velira')]",4271,4522,625,374
4462,Tseara,[],1,0,0,1
4132,Tubesocks,[],3,0,0,3
4959,Tuffcrackers,[],3,0,0,3
4958,Tulum,[],3,0,0,3
4712,Tunia,[],3,0,0,3
4414,Turrut,[],54,0,9,63
2840,Tuuil,"[(2841, 'Oblates')]",0,0,3,3
4238,Tuuvian,[],3,0,0,3
2969,Tuvan,[],6,3,3,6
3884,Twas,"[(3363, 'Basteel'), (4971, 'Chelly'), (4906, 'Istarted'), (3421, 'Lupp'), (4730, 'Ooodles'), (3808, 'Snoogy'), (5036, 'Tewaz'), (4426, 'Twaz')]",5692,5633,284,343
2632,Twiggles,"[(465, 'Tunawiggle')]",3925,3902,22,45
4774,Twochain,"[(4776, 'Cells'), (4799, 'Feiht'), (4775, 'Slanging'), (4777, 'Tranquil')]",357,115,62,304
466,Twoseeme,[],0,20,20,0
467,Tyania,[],0,0,12,12
2550,Tychi,"[(2568, 'Agent'), (2673, 'Catpot'), (2686, 'Cyanize'), (2685, 'Forrestal'), (2683, 'Sinisters'), (2684, 'Zalrid')]",1173,882,3,294
468,Tyet,[],0,172,244,72
3206,typpo_xfer,[],12,45,38,5
4744,Tyrasli,"[(4892, 'Cthulia'), (4859, 'Daril'), (4860, 'Lisanne')]",723,735,186,174
3322,Uaelaen,[],159,6,0,153
3098,Udatail,"[(3123, 'Hidde'), (3126, 'Parrett'), (3125, 'Udas'), (3407, 'Udatail2')]",668,546,3,125
3560,Udatall,"[(3597, 'Erak'), (3621, 'Heilum')]",636,659,26,3
3324,Ugustus,[],3,0,0,3
2234,Ulazia,[],190,0,9,199
4467,Ulfrok,[],1,0,0,1
472,Ulrin,"[(2248, 'Kromme'), (2305, 'Yessys')]",15,36,51,30
4470,Ultraluminal,[],1,0,0,1
4697,Ultraviolet,[],15,0,0,15
2987,Ultravisn,[],27,0,0,27
77,Unclefatty,"[(2881, 'Gorrbage'), (3654, 'Gorrdita'), (4390, 'Gorrdyceps'), (2769, 'Gorrest'), (43, 'Gorrgorr'), (3844, 'Nucklepuck')]",4353,4502,379,230
3480,Undar,"[(3481, 'Conniving')]",0,0,0,0
4385,Undeadkitty,[],47,0,4,51
473,Urethritis,[],0,0,12,12
474,Utmost,[],0,0,49,49
4468,Vadored,[],1,0,0,1
4395,Vaelyen,[],0,0,9,9
475,Vagishin,[],0,0,16,16
476,Valdaar,"[(715, 'Dreaddraxx'), (2498, 'Valdaer')]",0,0,42,42
2537,Valious,[],30,6,0,24
3083,Valli,"[(3084, 'Akku'), (3087, 'Fanelan'), (3085, 'Xandy')]",171,0,3,174
3390,Vampe,"[(3391, 'Busti')]",239,113,10,136
477,Vandaren,[],0,0,3,3
3384,Vannelope,[],891,835,377,433
3132,Vebrado,"[(3158, 'Episkey'), (3147, 'Styginia'), (3133, 'Tkayo')]",322,304,7,25
4386,Veign,"[(4757, 'Solidsneak'), (4563, 'Zebulun')]",4705,4589,784,900
3312,Veikun,[],0,0,0,0
2611,Vekzar,[],31,0,0,31
4650,Vengencee,"[(4646, 'Wilport')]",14,0,0,14
479,Venmanaa,[],0,3,9,6
3645,Venny,"[(3688, 'Ambrosine'), (3691, 'Anatolia'), (3687, 'Aule'), (3689, 'Campervan'), (3685, 'Dartholomew'), (3686, 'Doromir'), (3684, 'Gnohemian'), (3664, 'Moonsammy'), (3690, 'Muchas'), (3681, 'Nareza'), (3666, 'Oshyan'), (3680, 'Porcelina'), (3665, 'Sarasvati')]",754,432,82,404
3166,Venturah,"[(3167, 'Gnostradamas'), (3184, 'Gnostradamus')]",207,91,3,119
2737,Verek,[],12,0,0,12
34,Vermax,"[(70, 'Dorkuus'), (2387, 'Fizzlesnick'), (4365, 'Makeway'), (3228, 'Snacklefatz'), (3774, 'Sneaklebeatz'), (2792, 'Sneaklefeetz'), (3795, 'Snickl'), (69, 'Snicklefitz'), (3366, 'Snickleftez'), (4325, 'Snicklehitz'), (3775, 'Vermez')]",13963,15440,2110,633
3785,Vertiigo,[],12,0,0,12
480,Veste,[],0,0,33,33
2974,Veterinarian,[],2622,568,342,2396
4199,Vezril,"[(4246, 'Ardaur'), (4861, 'Sebian')]",5779,5974,359,164
3776,Vibecat,[],51,0,0,51
3308,Vicotnik,[],0,0,0,0
4761,Viddar,"[(4763, 'Andolini'), (4764, 'Doaatm'), (4762, 'Mudgett')]",131,0,18,149
481,Vierge,[],0,0,6,6
54,Vieux,"[(4235, 'Bitzi'), (5001, 'Dolli'), (4237, 'Ikiks'), (91, 'Kitzi'), (2965, 'Mieux'), (4901, 'Mordeux'), (90, 'Nynian'), (87, 'Scian'), (89, 'Skiki'), (88, 'Skipping'), (2670, 'Sunakku'), (4236, 'Xtiki')]",6422,8706,2403,119
2963,Viin,[],229,3,4,230
3311,Viinen,[],3,0,0,3
2222,Vinicius,[],26,0,0,26
482,Vinsyar,[],372,366,17,23
483,Vinyara,[],0,3,11,8
2719,Virna,"[(3761, 'Serbero')]",48,30,9,27
